date,symbol,expiry,futures_price,price_scan,price_scan_pct,vol_scan
2012-07-05,BANKNIFTY,201207,10536.25,738.8,7.012,0.04
2012-07-05,NIFTY,201207,5322.65,373.3,7.0134,0.04
2012-07-06,BANKNIFTY,201207,10638.25,746.2,7.0143,0.04
2012-07-06,NIFTY,201207,5344.5,374.9,7.0147,0.04
2012-07-09,BANKNIFTY,20120726,10643.55,747.1,7.0193,0.04
2012-07-09,NIFTY,20120726,5327.2,374.0,7.0206,0.04
2012-07-10,BANKNIFTY,20120726,10569.15,742.1,7.0214,0.04
2012-07-10,NIFTY,20120726,5279.4,370.7,7.0216,0.04
2012-07-11,BANKNIFTY,20120726,10759.5,755.7,7.0236,0.04
2012-07-11,NIFTY,20120726,5358.15,376.4,7.0248,0.04
2012-07-12,BANKNIFTY,20120726,10733.9,754.1,7.0254,0.04
2012-07-12,NIFTY,20120726,5322.9,374.0,7.0262,0.04
2012-07-13,BANKNIFTY,20120726,10632.7,747.2,7.0274,0.04
2012-07-13,NIFTY,20120726,5251.4,369.1,7.0286,0.04
2012-07-16,BANKNIFTY,20120726,10617.15,746.7,7.033,0.04
2012-07-16,NIFTY,20120726,5240.45,368.6,7.0337,0.04
2012-07-17,BANKNIFTY,20120726,10578.4,744.2,7.0351,0.04
2012-07-17,NIFTY,20120726,5206.85,366.3,7.035,0.04
2012-07-18,BANKNIFTY,20120726,10560.45,743.1,7.0366,0.04
2012-07-18,NIFTY,20120726,5198.65,365.8,7.0364,0.04
2012-07-19,BANKNIFTY,20120726,10628.1,748.1,7.0389,0.04
2012-07-19,NIFTY,20120726,5223.55,367.7,7.0393,0.04
2012-07-20,BANKNIFTY,20120726,10640.0,749.1,7.0404,0.04
2012-07-20,NIFTY,20120726,5257.0,370.1,7.0401,0.04
2012-07-23,BANKNIFTY,20120726,10509.95,740.5,7.0457,0.04
2012-07-23,NIFTY,20120726,5216.6,367.6,7.0467,0.04
2012-07-24,BANKNIFTY,20120726,10306.65,726.4,7.0479,0.04
2012-07-24,NIFTY,20120726,5120.4,360.9,7.0483,0.04
2012-07-25,BANKNIFTY,20120726,10328.05,730.5,7.073,0.04
2012-07-25,NIFTY,20120726,5135.35,363.3,7.0745,0.04
2012-07-26,BANKNIFTY,20120726,10289.15,730.4,7.0987,0.04
2012-07-26,NIFTY,20120726,5112.55,362.9,7.0982,0.04
2012-07-27,BANKNIFTY,20120830,10151.85,711.3,7.0066,0.04
2012-07-27,NIFTY,20120830,5081.3,355.7,7.0002,0.04
2012-07-30,BANKNIFTY,20120830,10206.5,714.2,6.9975,0.04
2012-07-30,NIFTY,20120830,5123.55,358.5,6.9971,0.04
2012-07-31,BANKNIFTY,20120830,10472.25,732.9,6.9985,0.04
2012-07-31,NIFTY,20120830,5216.7,365.1,6.9987,0.04
2012-08-01,BANKNIFTY,20120830,10435.3,730.5,7.0003,0.04
2012-08-01,NIFTY,20120830,5240.55,366.9,7.0012,0.04
2012-08-02,BANKNIFTY,20120830,10465.55,732.8,7.002,0.04
2012-08-02,NIFTY,20120830,5256.3,368.1,7.003,0.04
2012-08-03,BANKNIFTY,20120830,10428.7,730.4,7.0037,0.04
2012-08-03,NIFTY,20120830,5246.7,367.5,7.0044,0.04
2012-08-06,BANKNIFTY,20120830,10384.4,727.9,7.0096,0.04
2012-08-06,NIFTY,20120830,5241.05,367.4,7.01,0.04
2012-08-07,BANKNIFTY,20120830,10498.5,736.1,7.0115,0.04
2012-08-07,NIFTY,20120830,5296.85,371.4,7.0117,0.04
2012-08-08,BANKNIFTY,20120830,10620.5,744.8,7.0129,0.04
2012-08-08,NIFTY,20120830,5347.7,375.1,7.0142,0.04
2012-08-09,BANKNIFTY,20120830,10559.15,740.7,7.0148,0.04
2012-08-09,NIFTY,20120830,5354.75,375.7,7.0162,0.04
2012-08-10,BANKNIFTY,20120830,10505.7,737.2,7.0171,0.04
2012-08-10,NIFTY,20120830,5350.05,375.4,7.0168,0.04
2012-08-13,BANKNIFTY,20120830,10424.7,732.1,7.0227,0.04
2012-08-13,NIFTY,20120830,5345.1,375.4,7.0233,0.04
2012-08-14,BANKNIFTY,20120830,10459.85,734.7,7.024,0.04
2012-08-14,NIFTY,20120830,5371.9,377.4,7.0254,0.04
2012-08-16,BANKNIFTY,20120830,10576.35,743.3,7.0279,0.04
2012-08-16,NIFTY,20120830,5406.85,380.0,7.0281,0.04
2012-08-17,BANKNIFTY,20120830,10472.7,736.2,7.0297,0.04
2012-08-17,NIFTY,20120830,5382.0,378.4,7.0308,0.04
2012-08-21,BANKNIFTY,20120830,10460.95,736.2,7.0376,0.04
2012-08-21,NIFTY,20120830,5382.35,378.8,7.0378,0.04
2012-08-22,BANKNIFTY,20120830,10512.0,740.0,7.0396,0.04
2012-08-22,NIFTY,20120830,5441.9,383.1,7.0398,0.04
2012-08-23,BANKNIFTY,20120830,10507.55,739.8,7.0407,0.04
2012-08-23,NIFTY,20120830,5431.1,382.4,7.0409,0.04
2012-08-24,BANKNIFTY,20120830,10483.15,738.2,7.0418,0.04
2012-08-24,NIFTY,20120830,5427.15,382.2,7.0424,0.04
2012-08-27,BANKNIFTY,20120830,10366.95,730.7,7.0484,0.04
2012-08-27,NIFTY,20120830,5402.7,380.8,7.0483,0.04
2012-08-28,BANKNIFTY,20120830,10177.45,717.5,7.0499,0.04
2012-08-28,NIFTY,20120830,5362.4,378.0,7.0491,0.04
2012-08-29,BANKNIFTY,20120830,10090.45,713.8,7.074,0.04
2012-08-29,NIFTY,20120830,5346.05,378.2,7.0744,0.04
2012-08-30,BANKNIFTY,20120830,10034.7,712.3,7.0984,0.04
2012-08-30,NIFTY,20120830,5296.6,376.0,7.0989,0.04
2012-08-31,BANKNIFTY,20120927,10128.75,711.5,7.0246,0.04
2012-08-31,NIFTY,20120927,5330.15,375.0,7.0354,0.04
2012-09-03,BANKNIFTY,20120927,10070.7,706.1,7.0114,0.04
2012-09-03,NIFTY,20120927,5291.65,371.1,7.0129,0.04
2012-09-04,BANKNIFTY,20120927,10032.65,703.7,7.0141,0.04
2012-09-04,NIFTY,20120927,5282.9,370.6,7.0151,0.04
2012-09-05,BANKNIFTY,20120927,10088.05,707.8,7.0162,0.04
2012-09-05,NIFTY,20120927,5299.4,371.8,7.0159,0.04
2012-09-06,BANKNIFTY,20120927,9899.95,694.8,7.0182,0.04
2012-09-06,NIFTY,20120927,5253.35,368.7,7.0184,0.04
2012-09-07,BANKNIFTY,20120927,9937.9,697.6,7.0196,0.04
2012-09-07,NIFTY,20120927,5261.1,369.3,7.0194,0.04
2012-09-10,BANKNIFTY,20120927,10179.0,715.0,7.0243,0.04
2012-09-10,NIFTY,20120927,5380.2,378.0,7.0258,0.04
2012-09-11,BANKNIFTY,20120927,10096.0,709.4,7.0265,0.04
2012-09-11,NIFTY,20120927,5371.65,377.4,7.0258,0.04
2012-09-12,BANKNIFTY,20120927,10157.5,713.9,7.0283,0.04
2012-09-12,NIFTY,20120927,5405.35,379.9,7.0282,0.04
2012-09-13,BANKNIFTY,20120927,10216.9,718.2,7.0295,0.04
2012-09-13,NIFTY,20120927,5446.95,382.9,7.0296,0.04
2012-09-14,BANKNIFTY,20120927,10225.9,719.0,7.0312,0.04
2012-09-14,NIFTY,20120927,5450.7,383.3,7.0321,0.04
2012-09-17,BANKNIFTY,20120927,10650.85,749.5,7.037,0.04
2012-09-17,NIFTY,20120927,5584.9,393.0,7.0368,0.04
2012-09-18,BANKNIFTY,20120927,10977.3,772.6,7.0382,0.04
2012-09-18,NIFTY,20120927,5616.7,395.4,7.0397,0.04
2012-09-20,BANKNIFTY,20120927,11062.4,778.9,7.041,0.04
2012-09-20,NIFTY,20120927,5612.25,395.2,7.0417,0.04
2012-09-21,BANKNIFTY,20120927,10952.3,771.4,7.0433,0.04
2012-09-21,NIFTY,20120927,5571.0,392.4,7.0436,0.04
2012-09-24,BANKNIFTY,20120927,11395.4,844.8,7.4135,0.04
2012-09-24,NIFTY,20120927,5707.05,402.3,7.0492,0.04
2012-09-25,BANKNIFTY,20120927,11422.5,826.5,7.2357,0.04
2012-09-25,NIFTY,20120927,5681.65,400.6,7.0508,0.04
2012-09-26,BANKNIFTY,20120927,11444.85,809.7,7.0748,0.04
2012-09-26,NIFTY,20120927,5683.0,402.1,7.0755,0.04
2012-09-27,BANKNIFTY,20120927,11433.75,811.7,7.0992,0.04
2012-09-27,NIFTY,20120927,5669.85,402.5,7.099,0.04
2012-09-28,BANKNIFTY,20121025,11479.5,805.7,7.0186,0.04
2012-09-28,NIFTY,20121025,5684.3,398.6,7.0123,0.04
2012-10-01,BANKNIFTY,20121025,11513.75,807.5,7.0134,0.04
2012-10-01,NIFTY,20121025,5729.55,401.8,7.0128,0.04
2012-10-03,BANKNIFTY,20121025,11504.35,807.2,7.0165,0.04
2012-10-03,NIFTY,20121025,5754.15,403.8,7.0175,0.04
2012-10-04,BANKNIFTY,20121025,11485.2,806.1,7.0186,0.04
2012-10-04,NIFTY,20121025,5768.25,404.9,7.0195,0.04
2012-10-05,BANKNIFTY,20121025,11716.7,822.6,7.0207,0.04
2012-10-05,NIFTY,20121025,5825.7,409.0,7.0206,0.04
2012-10-08,BANKNIFTY,20121025,11575.75,813.3,7.0259,0.04
2012-10-08,NIFTY,20121025,5776.55,405.9,7.0267,0.04
2012-10-09,BANKNIFTY,20121025,11415.7,802.3,7.028,0.04
2012-10-09,NIFTY,20121025,5701.0,400.7,7.0286,0.04
2012-10-10,BANKNIFTY,20121025,11497.75,808.2,7.0292,0.04
2012-10-10,NIFTY,20121025,5723.9,402.4,7.0302,0.04
2012-10-11,BANKNIFTY,20121025,11342.45,797.5,7.0311,0.04
2012-10-11,NIFTY,20121025,5672.45,398.9,7.0322,0.04
2012-10-12,BANKNIFTY,20121025,11513.35,809.7,7.0327,0.04
2012-10-12,NIFTY,20121025,5739.35,403.6,7.0322,0.04
2012-10-15,BANKNIFTY,20121025,11423.8,804.0,7.0379,0.04
2012-10-15,NIFTY,20121025,5686.55,400.2,7.0377,0.04
2012-10-16,BANKNIFTY,20121025,11478.75,808.0,7.0391,0.04
2012-10-16,NIFTY,20121025,5702.75,401.4,7.0387,0.04
2012-10-17,BANKNIFTY,20121025,11355.75,799.5,7.0405,0.04
2012-10-17,NIFTY,20121025,5651.55,397.9,7.0405,0.04
2012-10-18,BANKNIFTY,20121025,11388.05,802.0,7.0425,0.04
2012-10-18,NIFTY,20121025,5669.5,399.3,7.0429,0.04
2012-10-19,BANKNIFTY,20121025,11624.5,818.9,7.0446,0.04
2012-10-19,NIFTY,20121025,5736.45,404.1,7.0444,0.04
2012-10-22,BANKNIFTY,20121025,11505.45,811.0,7.0488,0.04
2012-10-22,NIFTY,20121025,5688.3,401.0,7.0496,0.04
2012-10-23,BANKNIFTY,20121025,11620.7,819.4,7.0512,0.04
2012-10-23,NIFTY,20121025,5724.75,403.7,7.0518,0.04
2012-10-25,BANKNIFTY,20121025,11584.6,822.4,7.0991,0.04
2012-10-25,NIFTY,20121025,5695.5,404.3,7.0986,0.04
2012-10-26,BANKNIFTY,20121129,11687.5,819.5,7.0118,0.04
2012-10-26,NIFTY,20121129,5746.85,402.6,7.0056,0.04
2012-10-29,BANKNIFTY,20121129,11585.3,811.3,7.0028,0.04
2012-10-29,NIFTY,20121129,5699.3,399.1,7.0026,0.04
2012-10-30,BANKNIFTY,20121129,11563.35,809.9,7.004,0.04
2012-10-30,NIFTY,20121129,5702.1,399.4,7.0044,0.04
2012-10-31,BANKNIFTY,20121129,11279.35,790.3,7.0066,0.04
2012-10-31,NIFTY,20121129,5628.0,394.3,7.006,0.04
2012-11-01,BANKNIFTY,20121129,11338.45,794.6,7.008,0.04
2012-11-01,NIFTY,20121129,5646.1,395.7,7.0084,0.04
2012-11-02,BANKNIFTY,20121129,11384.1,797.9,7.0089,0.04
2012-11-02,NIFTY,20121129,5676.0,397.9,7.0102,0.04
2012-11-05,BANKNIFTY,20121129,11536.7,809.2,7.0141,0.04
2012-11-05,NIFTY,20121129,5739.55,402.6,7.0145,0.04
2012-11-06,BANKNIFTY,20121129,11537.65,809.5,7.0162,0.04
2012-11-06,NIFTY,20121129,5739.65,402.7,7.0161,0.04
2012-11-07,BANKNIFTY,20121129,11623.7,815.7,7.0176,0.04
2012-11-07,NIFTY,20121129,5766.65,404.7,7.0179,0.04
2012-11-08,BANKNIFTY,20121129,11734.05,823.7,7.0197,0.04
2012-11-08,NIFTY,20121129,5793.25,406.7,7.0202,0.04
2012-11-09,BANKNIFTY,20121129,11684.75,820.4,7.0211,0.04
2012-11-09,NIFTY,20121129,5765.2,404.8,7.0214,0.04
2012-11-12,BANKNIFTY,20121129,11527.35,809.9,7.0259,0.04
2012-11-12,NIFTY,20121129,5720.6,402.0,7.0272,0.04
2012-11-13,BANKNIFTY,20121129,11638.45,817.9,7.0276,0.04
2012-11-13,NIFTY,20121129,5711.1,401.4,7.0284,0.04
2012-11-15,BANKNIFTY,20121129,11559.1,812.7,7.0308,0.04
2012-11-15,NIFTY,20121129,5680.7,399.4,7.0308,0.04
2012-11-16,BANKNIFTY,20121129,11571.35,813.8,7.0329,0.04
2012-11-16,NIFTY,20121129,5649.15,397.3,7.0329,0.04
2012-11-19,BANKNIFTY,20121129,11360.05,799.5,7.0378,0.04
2012-11-19,NIFTY,20121129,5580.55,392.8,7.0387,0.04
2012-11-20,BANKNIFTY,20121129,11361.85,799.8,7.0393,0.04
2012-11-20,NIFTY,20121129,5589.65,393.5,7.0398,0.04
2012-11-21,BANKNIFTY,20121129,11351.55,799.3,7.0413,0.04
2012-11-21,NIFTY,20121129,5583.85,393.2,7.0417,0.04
2012-11-22,BANKNIFTY,20121129,11482.8,808.7,7.0427,0.04
2012-11-22,NIFTY,20121129,5622.1,396.0,7.0436,0.04
2012-11-23,BANKNIFTY,20121129,11547.0,813.4,7.0443,0.04
2012-11-23,NIFTY,20121129,5640.45,397.3,7.0438,0.04
2012-11-26,BANKNIFTY,20121129,11496.0,810.4,7.0494,0.04
2012-11-26,NIFTY,20121129,5633.35,397.1,7.0491,0.04
2012-11-27,BANKNIFTY,20121129,11455.1,807.7,7.051,0.04
2012-11-27,NIFTY,20121129,5642.75,397.9,7.0515,0.04
2012-11-29,BANKNIFTY,20121129,11676.15,828.9,7.0991,0.04
2012-11-29,NIFTY,20121129,5732.05,406.9,7.0987,0.04
2012-11-30,BANKNIFTY,20121227,12061.25,846.2,7.0159,0.04
2012-11-30,NIFTY,20121227,5869.35,411.4,7.0093,0.04
2012-12-03,BANKNIFTY,20121227,12200.9,855.7,7.0134,0.04
2012-12-03,NIFTY,20121227,5909.05,414.5,7.0147,0.04
2012-12-04,BANKNIFTY,20121227,12179.6,854.5,7.0158,0.04
2012-12-04,NIFTY,20121227,5911.6,414.8,7.0167,0.04
2012-12-05,BANKNIFTY,20121227,12269.55,861.0,7.0174,0.04
2012-12-05,NIFTY,20121227,5923.65,415.7,7.0176,0.04
2012-12-06,BANKNIFTY,20121227,12350.65,866.8,7.0183,0.04
2012-12-06,NIFTY,20121227,5940.45,417.0,7.0197,0.04
2012-12-07,BANKNIFTY,20121227,12515.25,878.7,7.021,0.04
2012-12-07,NIFTY,20121227,5970.65,419.2,7.021,0.04
2012-12-10,BANKNIFTY,20121227,12451.4,874.8,7.0257,0.04
2012-12-10,NIFTY,20121227,5944.9,417.7,7.0262,0.04
2012-12-11,BANKNIFTY,20121227,12473.6,876.6,7.0276,0.04
2012-12-11,NIFTY,20121227,5942.45,417.6,7.0274,0.04
2012-12-12,BANKNIFTY,20121227,12417.0,872.8,7.0291,0.04
2012-12-12,NIFTY,20121227,5928.4,416.7,7.0289,0.04
2012-12-13,BANKNIFTY,20121227,12400.45,871.9,7.0312,0.04
2012-12-13,NIFTY,20121227,5928.25,416.8,7.0307,0.04
2012-12-14,BANKNIFTY,20121227,12341.6,867.9,7.0323,0.04
2012-12-14,NIFTY,20121227,5876.45,413.3,7.0332,0.04
2012-12-17,BANKNIFTY,20121227,12514.85,880.7,7.0372,0.04
2012-12-17,NIFTY,20121227,5914.9,416.3,7.0382,0.04
2012-12-18,BANKNIFTY,20121227,12490.0,879.1,7.0384,0.04
2012-12-18,NIFTY,20121227,5889.35,414.6,7.0398,0.04
2012-12-19,BANKNIFTY,20121227,12549.8,883.6,7.0407,0.04
2012-12-19,NIFTY,20121227,5928.9,417.5,7.0418,0.04
2012-12-20,BANKNIFTY,20121227,12545.9,883.5,7.0421,0.04
2012-12-20,NIFTY,20121227,5946.9,418.8,7.0423,0.04
2012-12-21,BANKNIFTY,20121227,12524.85,882.2,7.0436,0.04
2012-12-21,NIFTY,20121227,5931.15,417.8,7.0442,0.04
2012-12-24,BANKNIFTY,20121227,12347.35,870.3,7.0485,0.04
2012-12-24,NIFTY,20121227,5853.4,412.7,7.0506,0.04
2012-12-26,BANKNIFTY,20121227,12339.35,872.9,7.0741,0.04
2012-12-26,NIFTY,20121227,5865.55,415.0,7.0752,0.04
2012-12-27,BANKNIFTY,20121227,12508.0,887.9,7.0987,0.04
2012-12-27,NIFTY,20121227,5913.75,419.8,7.0987,0.04
2012-12-28,BANKNIFTY,20130131,12578.15,879.8,6.9947,0.04
2012-12-28,NIFTY,20130131,5930.3,414.8,6.9946,0.04
2012-12-31,BANKNIFTY,20130131,12568.2,879.8,7.0002,0.04
2012-12-31,NIFTY,20130131,5954.55,416.8,6.9997,0.04
2013-01-01,BANKNIFTY,20130131,12576.2,880.6,7.0021,0.04
2013-01-01,NIFTY,20130131,5951.75,416.8,7.003,0.04
2013-01-02,BANKNIFTY,20130131,12767.35,894.2,7.0038,0.04
2013-01-02,NIFTY,20130131,6007.5,420.8,7.0046,0.04
2013-01-03,BANKNIFTY,20130131,12874.35,902.0,7.0062,0.04
2013-01-03,NIFTY,20130131,6035.65,422.9,7.0067,0.04
2013-01-04,BANKNIFTY,20130131,12852.0,900.5,7.0067,0.04
2013-01-04,NIFTY,20130131,6039.55,423.2,7.0071,0.04
2013-01-07,BANKNIFTY,20130131,12869.9,902.5,7.0125,0.04
2013-01-07,NIFTY,20130131,6048.0,424.1,7.0122,0.04
2013-01-08,BANKNIFTY,20130131,12796.45,897.7,7.0152,0.04
2013-01-08,NIFTY,20130131,6023.7,422.6,7.0156,0.04
2013-01-09,BANKNIFTY,20130131,12824.8,900.0,7.0177,0.04
2013-01-09,NIFTY,20130131,6043.3,424.1,7.0177,0.04
2013-01-10,BANKNIFTY,20130131,12772.55,896.4,7.0182,0.04
2013-01-10,NIFTY,20130131,5998.75,421.0,7.0181,0.04
2013-01-11,BANKNIFTY,20130131,12867.0,903.3,7.0203,0.04
2013-01-11,NIFTY,20130131,6003.6,421.5,7.0208,0.04
2013-01-14,BANKNIFTY,20130131,12682.7,891.0,7.0253,0.04
2013-01-14,NIFTY,20130131,5977.3,419.9,7.0249,0.04
2013-01-15,BANKNIFTY,20130131,12845.5,902.7,7.0274,0.04
2013-01-15,NIFTY,20130131,6057.5,425.8,7.0293,0.04
2013-01-16,BANKNIFTY,20130131,12910.4,907.4,7.0284,0.04
2013-01-16,NIFTY,20130131,6081.3,427.5,7.0297,0.04
2013-01-17,BANKNIFTY,20130131,12678.15,891.4,7.031,0.04
2013-01-17,NIFTY,20130131,6019.25,423.3,7.0324,0.04
2013-01-18,BANKNIFTY,20130131,12690.1,892.4,7.0323,0.04
2013-01-18,NIFTY,20130131,6054.45,425.8,7.0328,0.04
2013-01-21,BANKNIFTY,20130131,12712.8,894.6,7.037,0.04
2013-01-21,NIFTY,20130131,6074.85,427.5,7.0372,0.04
2013-01-22,BANKNIFTY,20130131,12686.2,892.8,7.0376,0.04
2013-01-22,NIFTY,20130131,6096.45,429.1,7.0385,0.04
2013-01-23,BANKNIFTY,20130131,12604.6,887.3,7.0395,0.04
2013-01-23,NIFTY,20130131,6061.55,426.7,7.0395,0.04
2013-01-24,BANKNIFTY,20130131,12668.7,892.2,7.0426,0.04
2013-01-24,NIFTY,20130131,6069.15,427.4,7.0422,0.04
2013-01-25,BANKNIFTY,20130131,12564.25,884.9,7.043,0.04
2013-01-25,NIFTY,20130131,6019.75,424.0,7.0435,0.04
2013-01-28,BANKNIFTY,20130131,12709.25,895.8,7.0484,0.04
2013-01-28,NIFTY,20130131,6073.7,428.1,7.0484,0.04
2013-01-29,BANKNIFTY,20130131,12781.05,901.1,7.0503,0.04
2013-01-29,NIFTY,20130131,6077.2,428.5,7.0509,0.04
2013-01-30,BANKNIFTY,20130131,12728.8,900.5,7.0745,0.04
2013-01-30,NIFTY,20130131,6049.4,428.0,7.0751,0.04
2013-01-31,BANKNIFTY,20130131,12782.15,907.4,7.099,0.04
2013-01-31,NIFTY,20130131,6060.3,430.2,7.0987,0.04
2013-02-01,BANKNIFTY,20130228,12775.1,896.7,7.0191,0.04
2013-02-01,NIFTY,20130228,6067.2,425.8,7.0181,0.04
2013-02-04,BANKNIFTY,20130228,12684.95,889.6,7.013,0.04
2013-02-04,NIFTY,20130228,6036.1,423.3,7.0128,0.04
2013-02-05,BANKNIFTY,20130228,12584.0,882.6,7.0137,0.04
2013-02-05,NIFTY,20130228,5996.3,420.6,7.0143,0.04
2013-02-06,BANKNIFTY,20130228,12523.4,878.5,7.0149,0.04
2013-02-06,NIFTY,20130228,5974.45,419.1,7.0149,0.04
2013-02-07,BANKNIFTY,20130228,12467.2,874.9,7.0176,0.04
2013-02-07,NIFTY,20130228,5972.9,419.2,7.0184,0.04
2013-02-08,BANKNIFTY,20130228,12418.05,871.7,7.0196,0.04
2013-02-08,NIFTY,20130228,5961.1,418.5,7.0205,0.04
2013-02-11,BANKNIFTY,20130228,12348.3,867.3,7.0236,0.04
2013-02-11,NIFTY,20130228,5921.8,416.0,7.0249,0.04
2013-02-12,BANKNIFTY,20130228,12388.2,870.6,7.0277,0.04
2013-02-12,NIFTY,20130228,5921.35,416.1,7.0271,0.04
2013-02-13,BANKNIFTY,20130228,12457.75,875.4,7.027,0.04
2013-02-13,NIFTY,20130228,5941.4,417.5,7.027,0.04
2013-02-14,BANKNIFTY,20130228,12396.75,871.2,7.0276,0.04
2013-02-14,NIFTY,20130228,5936.55,417.2,7.0277,0.04
2013-02-15,BANKNIFTY,20130228,12341.2,867.5,7.0293,0.04
2013-02-15,NIFTY,20130228,5900.2,414.8,7.0303,0.04
2013-02-18,BANKNIFTY,20130228,12381.4,871.0,7.0347,0.04
2013-02-18,NIFTY,20130228,5892.65,414.6,7.0359,0.04
2013-02-19,BANKNIFTY,20130228,12375.6,870.8,7.0364,0.04
2013-02-19,NIFTY,20130228,5904.6,415.5,7.0369,0.04
2013-02-20,BANKNIFTY,20130228,12448.9,876.2,7.0384,0.04
2013-02-20,NIFTY,20130228,5953.4,419.0,7.038,0.04
2013-02-21,BANKNIFTY,20130228,12412.7,873.9,7.0404,0.04
2013-02-21,NIFTY,20130228,5963.85,419.9,7.0408,0.04
2013-02-22,BANKNIFTY,20130228,12080.9,850.8,7.0425,0.04
2013-02-22,NIFTY,20130228,5853.45,412.2,7.042,0.04
2013-02-25,BANKNIFTY,20130228,12100.5,852.8,7.0476,0.04
2013-02-25,NIFTY,20130228,5853.95,412.6,7.0482,0.04
2013-02-26,BANKNIFTY,20130228,12052.9,849.6,7.0489,0.04
2013-02-26,NIFTY,20130228,5857.8,412.9,7.0487,0.04
2013-02-27,BANKNIFTY,20130228,11848.1,838.0,7.0729,0.04
2013-02-27,NIFTY,20130228,5767.0,407.9,7.073,0.04
2013-02-28,BANKNIFTY,20130228,11935.1,847.2,7.0984,0.04
2013-02-28,NIFTY,20130228,5797.9,411.6,7.0991,0.04
2013-03-01,BANKNIFTY,20130328,11589.55,811.2,6.9994,0.04
2013-03-01,NIFTY,20130328,5729.4,401.5,7.0077,0.04
2013-03-04,BANKNIFTY,20130328,11578.45,811.1,7.0053,0.04
2013-03-04,NIFTY,20130328,5729.95,401.4,7.0053,0.04
2013-03-05,BANKNIFTY,20130328,11623.95,814.8,7.0097,0.04
2013-03-05,NIFTY,20130328,5716.85,400.7,7.0091,0.04
2013-03-06,BANKNIFTY,20130328,11840.25,829.7,7.0075,0.04
2013-03-06,NIFTY,20130328,5802.8,406.6,7.007,0.04
2013-03-07,BANKNIFTY,20130328,11922.35,835.9,7.0112,0.04
2013-03-07,NIFTY,20130328,5841.35,409.6,7.0121,0.04
2013-03-08,BANKNIFTY,20130328,12026.75,843.4,7.0127,0.04
2013-03-08,NIFTY,20130328,5889.4,413.0,7.0126,0.04
2013-03-11,BANKNIFTY,20130328,12243.05,859.4,7.0195,0.04
2013-03-11,NIFTY,20130328,5968.3,419.0,7.0204,0.04
2013-03-12,BANKNIFTY,20130328,12194.65,856.0,7.0195,0.04
2013-03-12,NIFTY,20130328,5957.4,418.2,7.0198,0.04
2013-03-13,BANKNIFTY,20130328,12104.15,850.0,7.0224,0.04
2013-03-13,NIFTY,20130328,5937.25,416.9,7.0218,0.04
2013-03-14,BANKNIFTY,20130328,11823.95,830.5,7.0239,0.04
2013-03-14,NIFTY,20130328,5867.75,412.2,7.0248,0.04
2013-03-15,BANKNIFTY,20130328,12090.4,849.5,7.0262,0.04
2013-03-15,NIFTY,20130328,5939.75,417.4,7.0272,0.04
2013-03-18,BANKNIFTY,20130328,11879.35,835.2,7.0307,0.04
2013-03-18,NIFTY,20130328,5897.1,414.6,7.0306,0.04
2013-03-19,BANKNIFTY,20130328,11794.4,829.4,7.0322,0.04
2013-03-19,NIFTY,20130328,5851.4,411.5,7.0325,0.04
2013-03-20,BANKNIFTY,20130328,11532.95,811.2,7.0338,0.04
2013-03-20,NIFTY,20130328,5751.9,404.6,7.0342,0.04
2013-03-21,BANKNIFTY,20130328,11297.75,794.9,7.0359,0.04
2013-03-21,NIFTY,20130328,5715.5,402.2,7.037,0.04
2013-03-22,BANKNIFTY,20130328,11249.65,791.8,7.0384,0.04
2013-03-22,NIFTY,20130328,5664.45,398.7,7.0386,0.04
2013-03-25,BANKNIFTY,20130328,11237.15,791.5,7.0436,0.04
2013-03-25,NIFTY,20130328,5668.4,399.3,7.0443,0.04
2013-03-26,BANKNIFTY,20130328,11144.1,785.2,7.0459,0.04
2013-03-26,NIFTY,20130328,5645.05,397.8,7.0469,0.04
2013-03-28,BANKNIFTY,20130328,11158.8,792.1,7.0984,0.04
2013-03-28,NIFTY,20130328,5640.35,400.4,7.0989,0.04
2013-04-01,BANKNIFTY,20130425,11422.0,801.1,7.0137,0.04
2013-04-01,NIFTY,20130425,5714.25,400.7,7.0123,0.04
2013-04-02,BANKNIFTY,20130425,11480.6,804.3,7.0057,0.04
2013-04-02,NIFTY,20130425,5726.55,401.2,7.006,0.04
2013-04-03,BANKNIFTY,20130425,11574.2,812.2,7.0173,0.04
2013-04-03,NIFTY,20130425,5766.6,404.7,7.018,0.04
2013-04-04,BANKNIFTY,20130425,11383.2,799.0,7.0191,0.04
2013-04-04,NIFTY,20130425,5688.1,399.3,7.0199,0.04
2013-04-05,BANKNIFTY,20130425,11173.6,784.5,7.021,0.04
2013-04-05,NIFTY,20130425,5593.2,392.7,7.021,0.04
2013-04-08,BANKNIFTY,20130425,11142.4,782.9,7.0263,0.04
2013-04-08,NIFTY,20130425,5572.05,391.5,7.0261,0.04
2013-04-09,BANKNIFTY,20130425,11047.15,776.1,7.0253,0.04
2013-04-09,NIFTY,20130425,5559.0,390.6,7.0264,0.04
2013-04-10,BANKNIFTY,20130425,10944.95,769.1,7.027,0.04
2013-04-10,NIFTY,20130425,5500.85,386.6,7.028,0.04
2013-04-11,BANKNIFTY,20130425,11140.55,783.2,7.0302,0.04
2013-04-11,NIFTY,20130425,5563.85,391.2,7.0311,0.04
2013-04-12,BANKNIFTY,20130425,11309.35,795.2,7.0314,0.04
